Each record represents a work of art that was painted by one of the artists in this database and is displayed in one of the museums in this database.  ,https://docs.google.com/spreadsheets/d/e/2PACX-1vSOwzF6ydDZFQflMt7U6VdBjwbj08C02gyESoFjOJ_JW5UBA26gYV8eGwWk51y4h3lH52A35yov7qWN/pub?gid=250719604&single=true&output=csv,"{""top"":10,""left"":116}
",,,,
26649,Portrait of a Middle-Aged Woman with Hands Folded,47,732,Baroque,20,24
26653,Portrait of a Woman,46,732,Baroque,19,24
26655,Portrait of a Woman Holding a Fan,47,732,Baroque,16,24
26665,Portrait of Jean de la Chambre at the Age of 33,47,732,Baroque,19,24
26667,Portrait of Lucas de Clercq,43,732,Baroque,16,20
26677,Saint John the Evangelist,55,732,Baroque,19,24
26683,The Gypsy Girl,40,732,Baroque,20,20
26687,The Merry Drinker,43,732,Baroque,16,20
26695,Violin Player in a Dune Landscape,56,732,Baroque,20,24
26699,"A Cascade in the Tuaruru Valley, Tahiti",41,822,,30,24
26701,A View of the Island of New Caledonia in the South,41,822,,36,24
26705,"Landing at Mallicolo, 1774",41,822,,48,24
26707,Monuments on Easter Island,41,822,,36,24
26709,"Oaitepeha Bay, Tahiti",41,822,,36,24
26711,"Table Bay, November 1772",41,822,,30,24
26713,Tahiti: Bearing South East 1773,41,822,,36,24
26715,"View of Part of Owharre Harbour, Island of Huahine",41,822,,36,24
26717,View of Part of the Island of Ulietea,41,822,,36,24
26719,"View of the Province of Oparee, Island of Otaheite",41,822,,36,24
26725,Derick Berck of Cologne,35,848,Renaissance,19,24
26731,Lady Guildford (Mary Wotton),35,848,Renaissance,29,36
26733,Lady Lee (Margaret Wyatt),35,848,Renaissance,20,24
26735,Lady Rich (Elizabeth Jenks),35,848,Renaissance,20,24
26743,Portrait of a Lady with a Squirrel and a Starling,47,848,Renaissance,16,24
26745,Portrait of a Young Woman,35,848,Renaissance,19,24
26761,"Portrait of Henry VIII, King of England",56,848,Renaissance,20,30
26779,The Ambassadors,47,848,Renaissance,24,24
26791,New York Daily News,35,637,Realism,24,16
26795,"Still Life, Violin and Music",35,637,Realism,19,24
26797,Still Life with a Writing Table,67,637,Realism,24,16
26801,The Banker's Table,35,637,Realism,24,16
26818,Autumn Meadows,35,733,Rococo,30,20
26822,Delaware Water Gap,35,733,American Landscape,36,24
26824,"Early Morning, Tarpon Springs",68,733,Rococo,20,24
26834,"Short Cut, Watchung Station, New Jersey",67,733,American Landscape,24,30
26836,"Spring Blossoms, Montclair, New Jersey",35,733,American Landscape,30,20
26838,Sunrise,35,733,Rococo,30,20
26840,The Delaware Water Gap,47,733,Rococo,24,16
26844,"Amedee-David, Comte De Pastoret",68,567,Orientalism,20,24
26846,Angelica Saved by Ruggiero,47,567,Orientalism,24,30
26852,Charles-Marie-Jean-Baptiste Marcotte,46,567,Orientalism,20,30
26862,Jacques-Louis Leblanc,35,567,Orientalism,20,24
26868,Joseph-Antoine Moltedo,35,567,Orientalism,20,24
26872,La Grand Odalisque,40,567,Orientalism,36,24
26874,Lorenzo Bartolini,40,567,Orientalism,20,24
26876,Louis-Francois Bertin,40,567,Orientalism,20,24
26880,Madame Jacques-Louis Leblanc,35,567,Orientalism,20,24
26882,Madame Marie Marcotte,40,567,Orientalism,20,24
26884,Madame Paul-Sigisbert Moitessier,47,567,Orientalism,20,24
26904,Portrait of the Countess of Tournon,67,567,Orientalism,20,24
26906,Princesse Albert De Broglie,35,567,Orientalism,24,30
26912,The Duc d'Orleans,47,567,Orientalism,20,24
26918,The Valpincon Bather,40,567,Orientalism,20,30
26920,The Virgin Adoring the Host,35,567,Orientalism,29,36
26926,Aeneas in Delos,47,537,Baroque,24,19
26932,Coast View with the Abduction of Europa,55,537,Baroque,24,19
26940,Landscape with Acis and Galatea,40,537,Baroque,30,24
26948,Landscape with Merchants,46,537,Baroque,24,16
26962,Seaport with the Embarkation of Saint Ursula,47,537,Baroque,24,19
26964,Seaport with the Embarkation of the Queen of Sheba,47,537,Baroque,24,19
26974,The Judgment of Paris,47,537,Baroque,20,16
26976,The Trojan Women Setting Fire to Their Fleet,35,537,Baroque,24,16
26978,View of a Port with the Capitol by Jelly,40,537,Baroque,36,29
26984,Joseph the Carpenter,40,839,Baroque,24,36
26986,Magdalene with the Nightlight,60,839,Baroque,19,24
26988,The Adoration of the Shepherds,40,839,Baroque,36,29
26990,The Cheat with the Ace of Diamonds,40,839,Baroque,24,16
26992,The Musicians Brawl,55,839,Baroque,30,20
27016,A Lady Pouring Chocolate (La Chocolatiare),47,879,Renaissance,19,24
27018,Portrait of a Grand Vizir,47,879,Renaissance,19,24
27022,"Still Life, Tea Set",55,879,Renaissance,24,16
27030,"The Battle of Navarino, 20 October 1827",41,516,,30,24
27032,"The Battle of the Saints, 12 April 1782",41,516,,36,24
27034,The Ship Castor and Other Vessels in a Choppy Sea,41,516,,36,24
27038,A Bermuda Schooner Yacht Offshore,41,717,,36,24
27040,A Racing Cutter of the Royal Yacht Squadron,41,717,,30,24
27044,"High Tide Below the Battery, Portsmouth Harbour",41,717,,36,24
27046,Lord Belfast's Yacht Emily,41,717,,36,24
27048,The Barque Woodmansterne Calling for a Pilot,41,717,,36,24
27050,The Distress Signal Answered,41,717,,36,24
27052,The Night Action Off Ushant,41,717,,36,24
27054,A Lady as Lucretia,47,787,Renaissance,24,19
27058,"Giovanni Agostino Della Torre and His Son, Niccoli",47,787,Renaissance,20,24
27060,Madonna and Child with Two Donors,55,787,Renaissance,24,19
27064,The Virgin and Child with Saints,47,787,Renaissance,19,24
27068,Cornelis Van Tromp,41,804,Baroque,24,30
27070,"Edward Montagu, First Earl of Sandwich",41,804,Baroque,24,30
27072,Flagmen of Lowestoft Admiral Sir Thomas Allin,41,804,Baroque,24,30
27089,Boston Harbor Sunset,60,722,,24,16
27091,Clipper Ship Southern Cross Leaving Boston Harbor,41,722,,36,24
27093,Salem Harbor,41,722,,36,24
27095,Stage Fort Across Gloucester Harbor,35,722,,36,24
27097,The Golden State Entering New York Harbor,35,722,,36,24
27131,The Entombment,47,865,Renaissance,24,24
27135,The Manchester Madonna,47,865,Renaissance,29,36
27141,Chasing Butterflies,49,769,Impressionism,20,16
27149,Hanging the Laundry Out to Dry,46,769,Impressionism,20,16
27155,Lady at Her Toilet,68,769,Impressionism,16,20
27169,Portrait of Madame Pontillon,49,769,Impressionism,16,20
27171,Reading (Portrait of Edma Morisot),53,769,Impressionism,24,16
27173,Reclining Nude Shepherdess,56,769,Impressionism,24,16
27179,The Artist's Sister at a Window,46,769,Impressionism,16,20
27183,The Cradle,49,769,Impressionism,16,20
27185,The Harbor at Lorient,46,769,Impressionism,24,16
27187,The Mother and Sister of the Artist,46,769,Impressionism,24,16
27191,The Psyche (The Cheval Glass),56,769,Impressionism,16,20
27199,Young Woman at the Mirror,68,769,Impressionism,32,24
27201,Young Woman Dressed for the Ball,49,769,Impressionism,16,20
27203,Young Woman Powdering Herself,49,769,Impressionism,16,20
27205,Young Woman Sewing in the Garden,35,769,Impressionism,24,16
27211,Ashes,36,792,Expressionism,20,16
27287,Starry Night,55,792,Expressionism,20,20
27291,Summer Night at Asgarstrand,49,792,Expressionism,20,20
27309,The Scream,79,792,Expressionism,29,36
27317,The Storm,30,792,Expressionism,24,16
27327,Trees and Garden Wall in Asgardstrand,49,792,Expressionism,20,20
27337,Cider Making,35,802,American Art,24,19
27341,Long Island Farmhouses,35,802,American Art,24,16
27343,Mrs. Gideon Tucker,35,802,American Art,16,20
27345,The Raffle (Raffling for the Goose),35,802,American Art,24,16
27359,Circus,56,504,Expressionism,24,16
27373,Fashion Shop (Modegeschaft),36,504,Expressionism,20,16
27393,Hat Shop,36,504,Expressionism,16,20
27397,Hussars on a Sortie,56,504,Expressionism,24,16
27477,Woman in Park,30,504,Expressionism,16,24
27483,"Haystacks, Autumn",35,648,Realism,30,24
27485,La Becquee,67,648,Realism,16,20
27487,Landscape with Buildings,47,648,Realism,24,19
27489,Leconte de Lisle,46,648,Realism,16,24
27491,Man with a Hoe,55,648,Realism,20,16
27493,Portrait of a Man,46,648,Realism,16,20
27495,Portrait of Louise-Antoinette Feuardent,55,648,Realism,16,20
27499,The Angelus,40,648,Realism,24,19
27501,The Gleaners,49,648,Realism,24,19
27513,Woman with a Rake,35,648,Realism,16,20
27521,Christ in the House of His Parents,62,613,Neo-Classicism,24,16
27535,Mariana in the Moated Grange,62,613,Neo-Classicism,29,36
27549,Portia,35,613,Neo-Classicism,20,30
27573,The Ransom,55,613,Neo-Classicism,24,30
27579,The Yeoman of the Guard,62,613,Neo-Classicism,24,30
27583,Dejanira (Autumn),55,724,Symbolism,16,20
27589,Orpheus,49,724,Symbolism,24,36
27591,Saint George and the Dragon,47,724,Symbolism,16,24
27593,A Young Man Drinking,47,692,Baroque,19,24
27595,Boy with a Dog,34,692,Baroque,24,30
27597,Christ Bearing the Cross,67,692,Baroque,36,24
27603,The Vision of Saint Francis of Paola,55,692,Baroque,26,32
27605,The Young Beggar (The Beggar's Toilet),40,692,Baroque,24,30
27609,A Young Man at Prayer,47,510,Renaissance,16,24
27615,Mary of Burgundy,35,510,Renaissance,20,30
27619,Portrait of a Woman,35,510,Renaissance,16,24
27621,Portrait of a Young Man,35,510,Renaissance,20,30
27623,Portrait of an Old Man,35,510,Renaissance,20,30
27629,The Annunciation,35,510,Renaissance,30,46
27631,The Virgin and Child with an Angel,47,510,Renaissance,30,46
27635,Virgin and Child,35,510,Renaissance,13,20
27802,The Red Tower in Halle,36,824,Expressionism,16,24
27856,A Foggy Sky,35,693,,36,24
27858,Gathering Storm on Long Island Sound,35,693,,29,36
27860,Hudson River Scene,35,693,,36,24
27862,Lake George,35,693,,36,24
27864,"Lake George, Free Study",35,693,,36,24
27866,Newport Rocks,35,693,,36,24
27868,October in the Marshes,35,693,,36,24
27870,Passing Off of the Storm,35,693,,40,20
27872,Summer Day on Conesus Lake,35,693,,36,24
27874,Sunset,35,693,,36,24
27876,Sunset on the Sea,35,693,,36,24
27878,Sunset Sky,35,693,,36,24
27928,"A Landscape with Cows, Sheep and Horses by a Barn",47,886,Baroque,24,24
27930,Cat Playing with Two Dogs,67,886,Baroque,30,24
27932,Cattle and Sheep in a Stormy Landscape,47,886,Baroque,19,24
27938,"The ""Piebald"" Horse",55,886,Baroque,20,20
27940,A Fleet of East Indiamen at Sea,41,892,,36,24
27944,Nelson's Flagships at Anchor,41,892,,36,24
27946,"The Battle of Frigate Bay, 26 January 1782",41,892,,36,24
27972,Clergyman Joaquin de Eleta,50,706,Neo-Classicism,20,24
27974,Diana as Personification of the Night,50,706,Neo-Classicism,30,30
27976,Don Luis de Borbon,53,706,Neo-Classicism,24,30
27980,Helios as Personification of Midday,50,706,Neo-Classicism,24,24
27982,Hesperus as Personification of the Evening,50,706,Neo-Classicism,24,24
27986,Maria Luisa of Parma,50,706,Neo-Classicism,24,36
27988,Noli Me Tangere,50,706,Neo-Classicism,24,36
27990,Perseus and Andromeda,34,706,Neo-Classicism,24,36
27992,Pietro Leopoldo d'Asburgo Lorena,50,706,Neo-Classicism,24,30
27994,Portrait of Charles III of Spain,50,706,Neo-Classicism,24,36
27996,Portrait of Ferdinand IV of Naples,50,706,Neo-Classicism,24,36
27998,Portrait of Francis of Austria,50,706,Neo-Classicism,20,30
28000,Portrait of Infante Antonio Pascual of Spain,50,706,Neo-Classicism,24,30
28002,Portrait of Infante Francisco Javier of Spain,50,706,Neo-Classicism,24,30
28004,Portrait of Infante Gabriel of Spain,50,706,Neo-Classicism,19,24
28006,Portrait of Ismael Mengs,68,706,Neo-Classicism,19,24
28008,Portrait of Johann Joachim Winckelmann,35,706,Neo-Classicism,20,24
28012,Portrait of Jose Nicolas de Azara,50,706,Neo-Classicism,20,24
28014,Portrait of Maria Carolina of Austria,50,706,Neo-Classicism,24,30
28016,Portrait of Maria Josepha,50,706,Neo-Classicism,24,30
28018,Portrait of Maria Luisa of Spain,50,706,Neo-Classicism,24,30
28022,Portrait of William Burton Conyngham,55,706,Neo-Classicism,16,24
28024,Prince James Francis Edward Stuart,50,706,Neo-Classicism,24,30
28026,"Prince of Asturias, Future Charles IV of Spain",50,706,Neo-Classicism,16,24
28028,Self-Portrait,34,706,Neo-Classicism,20,24
28036,Semiramis Receives News of the Babylonian Revolt,50,706,Neo-Classicism,36,29
28038,St. John the Baptist Preaching,34,706,Neo-Classicism,20,30
28066,Copenhagen Roofs Under the Snow,60,661,Impressionism,30,24
28080,Interior of a Tavern,67,661,Impressionism,32,26
28096,Men of Skagen Setting Out for Night Fishing,49,661,Impressionism,30,20
28149,Michael Angelo and Emma Clara Peale,35,918,,16,20
28161,Portrait of Jacob Gerard Koch,60,918,,16,20
28163,Portrait of Jane Griffith Koch,60,918,,16,20
28171,Rubens Peale with a Geranium,46,918,,19,24
28177,Thomas Sully,46,918,,16,20
28179,Timothy Matlack,46,918,,16,20
28185,Benjamin and Eleanor Ridgely Laming,46,718,,36,24
28193,Elie Williams,35,718,,16,24
28201,George Washington at Princeton,53,718,,24,36
28207,John Beale Bordley,46,718,,24,36
28211,Margaret Strachan (Mrs. Thomas Harwood),35,718,,16,20
28223,Portrait of Dr. Thomas Cadwalader,67,718,,16,20
28227,Portrait of Hannah Lambert Cadwalader,67,718,,16,20
28231,Portrait of Martha Cadwalader Dagworthy,67,718,,24,36
28233,Portrait of Mrs. John B. Bayard,67,718,,16,20
28237,Samuel Mifflin,35,718,,16,20
28243,Thomas Willing,35,718,,19,24
28247,George Washington,35,726,American Art,29,36
28253,A Bacchanalian Revel Before a Term,47,737,Baroque,30,20
28255,Cephalus and Aurora,47,737,Baroque,20,13
28257,Confirmation,47,737,Baroque,20,16
28259,Eucharist,47,737,Baroque,20,16
28261,Extreme Unction,47,737,Baroque,20,16
28263,Landscape with a Calm,55,737,Baroque,30,24
28265,Landscape with a Man Killed by a Snake,47,737,Baroque,24,16
28267,Landscape with a Man Scooping Water from a Stream,47,737,Baroque,20,16
28273,Marriage,47,737,Baroque,24,19
28275,Nymph with Satyrs,47,737,Baroque,24,30
28277,Ordination,47,737,Baroque,24,19
28279,Saint John Baptizing in the River Jordan,55,737,Baroque,30,24
28283,Self-Portrait,40,737,Baroque,20,20
28285,The Adoration of the Golden Calf,47,737,Baroque,30,20
28287,The Adoration of the Shepherds,47,737,Baroque,24,30
28289,The Annunciation,47,737,Baroque,24,24
28295,The Companions of Rinaldo,35,737,Baroque,16,20
28297,The Finding of Moses,47,737,Baroque,30,20
28299,The Triumph of Pan,47,737,Baroque,30,30
28301,Dutch Ships in a Gale,41,861,,36,24
28303,Mussel Fishing,41,861,,36,24
28305,Vessels in a Moderate Breeze,60,861,,36,24
28307,A Fishing Boat in Rough Sea Off a Rocky Shore,41,861,,36,24
28309,Fishermen on Shore Hauling in Their Nets,41,861,,36,24
28311,Mussel Fishing,41,861,,30,24
28319,Admiral William Parry,41,523,,29,36
28321,Captain Horatio Nelson,41,523,,29,36
28323,Captain Robert Man,41,523,,24,30
28383,Alexander Maconochie of Meadowbank,35,542,Romanticism,16,20
28387,George Harley Drummond,35,542,Romanticism,16,24
28389,James Johnston of Straiton,35,542,Romanticism,16,20
28391,Janet Law,35,542,Romanticism,16,20
28393,John Gray of Newholm,35,542,Romanticism,16,20
28395,Lady Maitland (Catherine Connor),35,542,Romanticism,16,20
28397,Mrs. Richard Alexander Oswald (Louisa Johnston),35,542,Romanticism,16,20
28399,Portrait of Alexander Shaw,67,542,Romanticism,16,20
28401,Portrait of Lady Belhaven,67,542,Romanticism,16,20
28403,Portrait of Lady Elibank,67,542,Romanticism,16,20
28407,The Archers,47,542,Romanticism,20,16
28409,The Drummond Children,35,542,Romanticism,16,24
28413,William Forsyth,35,542,Romanticism,16,20
28415,"William Robertson, Lord Robertson",35,542,Romanticism,16,20
28417,William Scott-Elliot of Arkleton,35,542,Romanticism,16,20
28419,Bacchus and Ariadne,60,719,Baroque,24,24
28421,Christ Embracing Saint John the Baptist,47,719,Baroque,20,13
28423,Joseph and Potiphar's Wife,55,719,Baroque,20,16
28425,Lot and His Daughters Leaving Sodom,47,719,Baroque,24,16
28427,Saint Jerome,47,719,Baroque,20,24
28433,St. Mary Magdalene,47,719,Baroque,19,24
28439,The Adoration of the Shepherds,47,719,Baroque,30,46
28441,The Coronation of the Virgin,47,719,Baroque,30,46
28443,The Toilet of Venus,47,719,Baroque,30,46
28445,Virgin and Child with Saint John the Baptist,55,719,Baroque,19,24
28449,A Quartet in Concert,40,527,Rococo,29,36
28457,Young Girl Reading a Letter,40,527,Rococo,24,30
28461,A Rocky Coast,35,790,American Landscape,36,24
28463,"Franconia Notch, New Hampshire",35,790,American Landscape,36,24
28465,"From Paradise to Purgatory, Newport",35,790,American Landscape,36,24
28467,Indian Summer,35,790,American Landscape,24,30
28469,Lake Squam and the Sandwich Mountains,35,790,American Landscape,36,24
28471,Lake Squam from Red Hill,35,790,American Landscape,36,24
28473,Purgatory Cliff,35,790,American Landscape,24,30
28475,"Sundown at Centre Harbor, New Hampshire",35,790,American Landscape,36,24
28477,"Sunset on Mount Chocorua, New Hampshire",35,790,American Landscape,36,24
28493,Madeleine Castaing,35,878,Expressionism,16,24
28507,The Ray,35,878,Expressionism,20,16
28509,The Red Blouse,35,878,Expressionism,16,20
28511,View of Cagnes,35,878,Expressionism,20,16
28527,Boys on the Beach,50,895,Impressionism,24,16
28551,El Nino Jaime Garcia Banus,50,895,Impressionism,20,16
28587,Mrs. Winthrop W. Aldrich,35,895,Impressionism,16,20
28605,Portrait of Maria Guerrero,50,895,Impressionism,20,20
28613,Santa en Oracion,50,895,Impressionism,16,20
28625,The Bath,35,895,Impressionism,24,16
28643,They Still Say that Fish is Expensive,50,895,Impressionism,20,16
28657,"Corner of the Garden, Alcazar, Sevilla",55,895,Impressionism,13,20
28659,"Court of the Dances, Alcazar, Sevilla",55,895,Impressionism,13,20
28661,"Hall of the Ambassadors, Alhambra, Granada",55,895,Impressionism,16,20
28663,Pepilla the Gypsy and Her Daughter,55,895,Impressionism,16,24
28665,The Wounded Foot,55,895,Impressionism,20,20
28671,"Kingston Point, Hudson River",56,828,American Landscape,36,24
28689,A Barque Running Before a Gale,41,640,,30,24
28693,A Ship of the Line 100 Years Ago,41,640,,36,24
28695,Becalmed in Chilean Waters,41,640,,36,24
28697,Crossing the Straits of Magellan,41,640,,36,24
28699,Off the Azores,41,640,,36,24
28701,Recogiendo Velas,41,640,,30,24
28705,The Emigrants,41,640,,36,24
28707,Andrew Jackson,46,599,,16,20
28709,Ann Biddle Hopkinson (Mrs. Francis Hopkinson),46,599,,16,20
28711,Captain Charles Stewart,46,599,,24,36
28713,Charles Carnan Ridgely,46,599,,16,20
28715,Child Asleep (The Rosebud),35,599,,24,16
28719,Eliza Ridgely with a Harp,46,599,,20,30
28725,General George Washington,46,599,,24,36
28727,Jared Sparks,46,599,,16,20
28729,John Vaughan,46,599,,16,20
28731,Major John Biddle,35,599,,16,20
28733,Mrs. William Griffin,46,599,,16,20
28735,Mary Anne Heide Norris,67,599,,16,20
28737,"Mary Harvey, Mrs. Paul Beck Jr.",46,599,,24,30
28739,Mother and Son,35,599,,26,32
28743,"Mrs. James Montgomery, Jr.",35,599,,16,20
28745,Mrs. John Biddle (Eliza Falconer Bradish),35,599,,16,20
28747,Mrs. Katherine Matthews,35,599,,16,20
28749,Musidora,35,599,,16,20
28757,Portrait of Jean Terford David,53,599,,24,30
28761,"Portrait of Sarah Sully, Wife of the Artist",67,599,,16,20
28763,Portrait of the Artist,35,599,,16,20
28765,Portrait of the Misses Mary and Emily McEuen,60,599,,19,24
28769,Queen Victoria,35,599,,24,36
28773,The Coleman Sisters,46,599,,24,30
